Ország,Dátum,Összes fertőzött,Összes elhunyt,Teljesen vakcinált,Népsűrűség,Népesség,Fertőzött/1000fő,Elhunyt/1000fő,Vakcinált/1000fő
Albania,2020-03-15,33,1,0,104.871,2842318,0.012,0,0
Albania,2020-03-16,33,1,0,104.871,2842318,0.012,0,0
Albania,2020-03-17,33,1,0,104.871,2842318,0.012,0,0
Albania,2020-03-18,33,1,0,104.871,2842318,0.012,0,0
Albania,2020-03-19,33,1,0,104.871,2842318,0.012,0,0
Albania,2020-03-20,33,1,0,104.871,2842318,0.012,0,0
Albania,2020-03-21,33,1,0,104.871,2842318,0.012,0,0
Albania,2020-03-22,70,2,0,104.871,2842318,0.025,0.001,0
Albania,2020-03-23,70,2,0,104.871,2842318,0.025,0.001,0
Albania,2020-03-24,70,2,0,104.871,2842318,0.025,0.001,0
Albania,2020-03-25,70,2,0,104.871,2842318,0.025,0.001,0
Albania,2020-03-26,70,2,0,104.871,2842318,0.025,0.001,0
Albania,2020-03-27,70,2,0,104.871,2842318,0.025,0.001,0
Albania,2020-03-28,70,2,0,104.871,2842318,0.025,0.001,0
Albania,2020-03-29,186,8,0,104.871,2842318,0.065,0.003,0
Albania,2020-03-30,186,8,0,104.871,2842318,0.065,0.003,0
Albania,2020-03-31,186,8,0,104.871,2842318,0.065,0.003,0
Albania,2020-04-01,186,8,0,104.871,2842318,0.065,0.003,0
Albania,2020-04-02,186,8,0,104.871,2842318,0.065,0.003,0
Albania,2020-04-03,186,8,0,104.871,2842318,0.065,0.003,0
Albania,2020-04-04,186,8,0,104.871,2842318,0.065,0.003,0
Albania,2020-04-05,304,17,0,104.871,2842318,0.107,0.006,0
Albania,2020-04-06,304,17,0,104.871,2842318,0.107,0.006,0
Albania,2020-04-07,304,17,0,104.871,2842318,0.107,0.006,0
Albania,2020-04-08,304,17,0,104.871,2842318,0.107,0.006,0
Albania,2020-04-09,304,17,0,104.871,2842318,0.107,0.006,0
Albania,2020-04-10,304,17,0,104.871,2842318,0.107,0.006,0
Albania,2020-04-11,304,17,0,104.871,2842318,0.107,0.006,0
Albania,2020-04-12,416,23,0,104.871,2842318,0.146,0.008,0
Albania,2020-04-13,416,23,0,104.871,2842318,0.146,0.008,0
Albania,2020-04-14,416,23,0,104.871,2842318,0.146,0.008,0
Albania,2020-04-15,416,23,0,104.871,2842318,0.146,0.008,0
Albania,2020-04-16,416,23,0,104.871,2842318,0.146,0.008,0
Albania,2020-04-17,416,23,0,104.871,2842318,0.146,0.008,0
Albania,2020-04-18,416,23,0,104.871,2842318,0.146,0.008,0
Albania,2020-04-19,539,26,0,104.871,2842318,0.19,0.009,0
Albania,2020-04-20,539,26,0,104.871,2842318,0.19,0.009,0
Albania,2020-04-21,539,26,0,104.871,2842318,0.19,0.009,0
Albania,2020-04-22,539,26,0,104.871,2842318,0.19,0.009,0
Albania,2020-04-23,539,26,0,104.871,2842318,0.19,0.009,0
Albania,2020-04-24,539,26,0,104.871,2842318,0.19,0.009,0
Albania,2020-04-25,539,26,0,104.871,2842318,0.19,0.009,0
Albania,2020-04-26,678,27,0,104.871,2842318,0.239,0.009,0
Albania,2020-04-27,678,27,0,104.871,2842318,0.239,0.009,0
Albania,2020-04-28,678,27,0,104.871,2842318,0.239,0.009,0
Albania,2020-04-29,678,27,0,104.871,2842318,0.239,0.009,0
Albania,2020-04-30,678,27,0,104.871,2842318,0.239,0.009,0
Albania,2020-05-01,678,27,0,104.871,2842318,0.239,0.009,0
Albania,2020-05-02,678,27,0,104.871,2842318,0.239,0.009,0
Albania,2020-05-03,782,31,0,104.871,2842318,0.275,0.011,0
Albania,2020-05-04,782,31,0,104.871,2842318,0.275,0.011,0
Albania,2020-05-05,782,31,0,104.871,2842318,0.275,0.011,0
Albania,2020-05-06,782,31,0,104.871,2842318,0.275,0.011,0
Albania,2020-05-07,782,31,0,104.871,2842318,0.275,0.011,0
Albania,2020-05-08,782,31,0,104.871,2842318,0.275,0.011,0
Albania,2020-05-09,782,31,0,104.871,2842318,0.275,0.011,0
Albania,2020-05-10,850,31,0,104.871,2842318,0.299,0.011,0
Albania,2020-05-11,850,31,0,104.871,2842318,0.299,0.011,0
Albania,2020-05-12,850,31,0,104.871,2842318,0.299,0.011,0
Albania,2020-05-13,850,31,0,104.871,2842318,0.299,0.011,0
Albania,2020-05-14,850,31,0,104.871,2842318,0.299,0.011,0
Albania,2020-05-15,850,31,0,104.871,2842318,0.299,0.011,0
Albania,2020-05-16,850,31,0,104.871,2842318,0.299,0.011,0
Albania,2020-05-17,916,31,0,104.871,2842318,0.322,0.011,0
Albania,2020-05-18,916,31,0,104.871,2842318,0.322,0.011,0
Albania,2020-05-19,916,31,0,104.871,2842318,0.322,0.011,0
Albania,2020-05-20,916,31,0,104.871,2842318,0.322,0.011,0
Albania,2020-05-21,916,31,0,104.871,2842318,0.322,0.011,0
Albania,2020-05-22,916,31,0,104.871,2842318,0.322,0.011,0
Albania,2020-05-23,916,31,0,104.871,2842318,0.322,0.011,0
Albania,2020-05-24,981,31,0,104.871,2842318,0.345,0.011,0
Albania,2020-05-25,981,31,0,104.871,2842318,0.345,0.011,0
Albania,2020-05-26,981,31,0,104.871,2842318,0.345,0.011,0
Albania,2020-05-27,981,31,0,104.871,2842318,0.345,0.011,0
Albania,2020-05-28,981,31,0,104.871,2842318,0.345,0.011,0
Albania,2020-05-29,981,31,0,104.871,2842318,0.345,0.011,0
Albania,2020-05-30,981,31,0,104.871,2842318,0.345,0.011,0
Albania,2020-05-31,1099,33,0,104.871,2842318,0.387,0.012,0
Albania,2020-06-01,1099,33,0,104.871,2842318,0.387,0.012,0
Albania,2020-06-02,1099,33,0,104.871,2842318,0.387,0.012,0
Albania,2020-06-03,1099,33,0,104.871,2842318,0.387,0.012,0
Albania,2020-06-04,1099,33,0,104.871,2842318,0.387,0.012,0
Albania,2020-06-05,1099,33,0,104.871,2842318,0.387,0.012,0
Albania,2020-06-06,1099,33,0,104.871,2842318,0.387,0.012,0
Albania,2020-06-07,1212,33,0,104.871,2842318,0.426,0.012,0
Albania,2020-06-08,1212,33,0,104.871,2842318,0.426,0.012,0
Albania,2020-06-09,1212,33,0,104.871,2842318,0.426,0.012,0
Albania,2020-06-10,1212,33,0,104.871,2842318,0.426,0.012,0
Albania,2020-06-11,1212,33,0,104.871,2842318,0.426,0.012,0
Albania,2020-06-12,1212,33,0,104.871,2842318,0.426,0.012,0
Albania,2020-06-13,1212,33,0,104.871,2842318,0.426,0.012,0
Albania,2020-06-14,1416,36,0,104.871,2842318,0.498,0.013,0
Albania,2020-06-15,1416,36,0,104.871,2842318,0.498,0.013,0
Albania,2020-06-16,1416,36,0,104.871,2842318,0.498,0.013,0
Albania,2020-06-17,1416,36,0,104.871,2842318,0.498,0.013,0
Albania,2020-06-18,1416,36,0,104.871,2842318,0.498,0.013,0
Albania,2020-06-19,1416,36,0,104.871,2842318,0.498,0.013,0
Albania,2020-06-20,1416,36,0,104.871,2842318,0.498,0.013,0
Albania,2020-06-21,1838,42,0,104.871,2842318,0.647,0.015,0
Albania,2020-06-22,1838,42,0,104.871,2842318,0.647,0.015,0
Albania,2020-06-23,1838,42,0,104.871,2842318,0.647,0.015,0
Albania,2020-06-24,1838,42,0,104.871,2842318,0.647,0.015,0
Albania,2020-06-25,1838,42,0,104.871,2842318,0.647,0.015,0
Albania,2020-06-26,1838,42,0,104.871,2842318,0.647,0.015,0
Albania,2020-06-27,1838,42,0,104.871,2842318,0.647,0.015,0
Albania,2020-06-28,2269,51,0,104.871,2842318,0.798,0.018,0
Albania,2020-06-29,2269,51,0,104.871,2842318,0.798,0.018,0
Albania,2020-06-30,2269,51,0,104.871,2842318,0.798,0.018,0
Albania,2020-07-01,2269,51,0,104.871,2842318,0.798,0.018,0
Albania,2020-07-02,2269,51,0,104.871,2842318,0.798,0.018,0
Albania,2020-07-03,2269,51,0,104.871,2842318,0.798,0.018,0
Albania,2020-07-04,2269,51,0,104.871,2842318,0.798,0.018,0
Albania,2020-07-05,2752,72,0,104.871,2842318,0.968,0.025,0
Albania,2020-07-06,2752,72,0,104.871,2842318,0.968,0.025,0
Albania,2020-07-07,2752,72,0,104.871,2842318,0.968,0.025,0
Albania,2020-07-08,2752,72,0,104.871,2842318,0.968,0.025,0
Albania,2020-07-09,2752,72,0,104.871,2842318,0.968,0.025,0
Albania,2020-07-10,2752,72,0,104.871,2842318,0.968,0.025,0
Albania,2020-07-11,2752,72,0,104.871,2842318,0.968,0.025,0
Albania,2020-07-12,3278,85,0,104.871,2842318,1.153,0.03,0
Albania,2020-07-13,3278,85,0,104.871,2842318,1.153,0.03,0
Albania,2020-07-14,3278,85,0,104.871,2842318,1.153,0.03,0
Albania,2020-07-15,3278,85,0,104.871,2842318,1.153,0.03,0
Albania,2020-07-16,3278,85,0,104.871,2842318,1.153,0.03,0
Albania,2020-07-17,3278,85,0,104.871,2842318,1.153,0.03,0
Albania,2020-07-18,3278,85,0,104.871,2842318,1.153,0.03,0
Albania,2020-07-19,3906,107,0,104.871,2842318,1.374,0.038,0
Albania,2020-07-20,3906,107,0,104.871,2842318,1.374,0.038,0
Albania,2020-07-21,3906,107,0,104.871,2842318,1.374,0.038,0
Albania,2020-07-22,3906,107,0,104.871,2842318,1.374,0.038,0
Albania,2020-07-23,3906,107,0,104.871,2842318,1.374,0.038,0
Albania,2020-07-24,3906,107,0,104.871,2842318,1.374,0.038,0
Albania,2020-07-25,3906,107,0,104.871,2842318,1.374,0.038,0
Albania,2020-07-26,4570,128,0,104.871,2842318,1.608,0.045,0
Albania,2020-07-27,4570,128,0,104.871,2842318,1.608,0.045,0
Albania,2020-07-28,4570,128,0,104.871,2842318,1.608,0.045,0
Albania,2020-07-29,4570,128,0,104.871,2842318,1.608,0.045,0
Albania,2020-07-30,4570,128,0,104.871,2842318,1.608,0.045,0
Albania,2020-07-31,4570,128,0,104.871,2842318,1.608,0.045,0
Albania,2020-08-01,4570,128,0,104.871,2842318,1.608,0.045,0
Albania,2020-08-02,5276,157,0,104.871,2842318,1.856,0.055,0
Albania,2020-08-03,5276,157,0,104.871,2842318,1.856,0.055,0
Albania,2020-08-04,5276,157,0,104.871,2842318,1.856,0.055,0
Albania,2020-08-05,5276,157,0,104.871,2842318,1.856,0.055,0
Albania,2020-08-06,5276,157,0,104.871,2842318,1.856,0.055,0
Albania,2020-08-07,5276,157,0,104.871,2842318,1.856,0.055,0
Albania,2020-08-08,5276,157,0,104.871,2842318,1.856,0.055,0
Albania,2020-08-09,6151,189,0,104.871,2842318,2.164,0.066,0
Albania,2020-08-10,6151,189,0,104.871,2842318,2.164,0.066,0
Albania,2020-08-11,6151,189,0,104.871,2842318,2.164,0.066,0
Albania,2020-08-12,6151,189,0,104.871,2842318,2.164,0.066,0
Albania,2020-08-13,6151,189,0,104.871,2842318,2.164,0.066,0
Albania,2020-08-14,6151,189,0,104.871,2842318,2.164,0.066,0
Albania,2020-08-15,6151,189,0,104.871,2842318,2.164,0.066,0
Albania,2020-08-16,7117,219,0,104.871,2842318,2.504,0.077,0
Albania,2020-08-17,7117,219,0,104.871,2842318,2.504,0.077,0
Albania,2020-08-18,7117,219,0,104.871,2842318,2.504,0.077,0
Albania,2020-08-19,7117,219,0,104.871,2842318,2.504,0.077,0
Albania,2020-08-20,7117,219,0,104.871,2842318,2.504,0.077,0
Albania,2020-08-21,7117,219,0,104.871,2842318,2.504,0.077,0
Albania,2020-08-22,7117,219,0,104.871,2842318,2.504,0.077,0
Albania,2020-08-23,8119,240,0,104.871,2842318,2.856,0.084,0
Albania,2020-08-24,8119,240,0,104.871,2842318,2.856,0.084,0
Albania,2020-08-25,8119,240,0,104.871,2842318,2.856,0.084,0
Albania,2020-08-26,8119,240,0,104.871,2842318,2.856,0.084,0
Albania,2020-08-27,8119,240,0,104.871,2842318,2.856,0.084,0
Albania,2020-08-28,8119,240,0,104.871,2842318,2.856,0.084,0
Albania,2020-08-29,8119,240,0,104.871,2842318,2.856,0.084,0
Albania,2020-08-30,9195,271,0,104.871,2842318,3.235,0.095,0
Albania,2020-08-31,9195,271,0,104.871,2842318,3.235,0.095,0
Albania,2020-09-01,9195,271,0,104.871,2842318,3.235,0.095,0
Albania,2020-09-02,9195,271,0,104.871,2842318,3.235,0.095,0
Albania,2020-09-03,9195,271,0,104.871,2842318,3.235,0.095,0
Albania,2020-09-04,9195,271,0,104.871,2842318,3.235,0.095,0
Albania,2020-09-05,9195,271,0,104.871,2842318,3.235,0.095,0
Albania,2020-09-06,9967,306,0,104.871,2842318,3.507,0.108,0
Albania,2020-09-07,9967,306,0,104.871,2842318,3.507,0.108,0
Albania,2020-09-08,9967,306,0,104.871,2842318,3.507,0.108,0
Albania,2020-09-09,9967,306,0,104.871,2842318,3.507,0.108,0
Albania,2020-09-10,9967,306,0,104.871,2842318,3.507,0.108,0
Albania,2020-09-11,9967,306,0,104.871,2842318,3.507,0.108,0
Albania,2020-09-12,9967,306,0,104.871,2842318,3.507,0.108,0
Albania,2020-09-13,11021,327,0,104.871,2842318,3.877,0.115,0
Albania,2020-09-14,11021,327,0,104.871,2842318,3.877,0.115,0
Albania,2020-09-15,11021,327,0,104.871,2842318,3.877,0.115,0
Albania,2020-09-16,11021,327,0,104.871,2842318,3.877,0.115,0
Albania,2020-09-17,11021,327,0,104.871,2842318,3.877,0.115,0
Albania,2020-09-18,11021,327,0,104.871,2842318,3.877,0.115,0
Albania,2020-09-19,11021,327,0,104.871,2842318,3.877,0.115,0
Albania,2020-09-20,12073,353,0,104.871,2842318,4.248,0.124,0
Albania,2020-09-21,12073,353,0,104.871,2842318,4.248,0.124,0
Albania,2020-09-22,12073,353,0,104.871,2842318,4.248,0.124,0
Albania,2020-09-23,12073,353,0,104.871,2842318,4.248,0.124,0
Albania,2020-09-24,12073,353,0,104.871,2842318,4.248,0.124,0
Albania,2020-09-25,12073,353,0,104.871,2842318,4.248,0.124,0
Albania,2020-09-26,12073,353,0,104.871,2842318,4.248,0.124,0
Albania,2020-09-27,13045,373,0,104.871,2842318,4.59,0.131,0
Albania,2020-09-28,13045,373,0,104.871,2842318,4.59,0.131,0
Albania,2020-09-29,13045,373,0,104.871,2842318,4.59,0.131,0
Albania,2020-09-30,13045,373,0,104.871,2842318,4.59,0.131,0
Albania,2020-10-01,13045,373,0,104.871,2842318,4.59,0.131,0
Albania,2020-10-02,13045,373,0,104.871,2842318,4.59,0.131,0
Albania,2020-10-03,13045,373,0,104.871,2842318,4.59,0.131,0
Albania,2020-10-04,13965,389,0,104.871,2842318,4.913,0.137,0
Albania,2020-10-05,13965,389,0,104.871,2842318,4.913,0.137,0
Albania,2020-10-06,13965,389,0,104.871,2842318,4.913,0.137,0
Albania,2020-10-07,13965,389,0,104.871,2842318,4.913,0.137,0
Albania,2020-10-08,13965,389,0,104.871,2842318,4.913,0.137,0
Albania,2020-10-09,13965,389,0,104.871,2842318,4.913,0.137,0
Albania,2020-10-10,13965,389,0,104.871,2842318,4.913,0.137,0
Albania,2020-10-11,15066,413,0,104.871,2842318,5.301,0.145,0
Albania,2020-10-12,15066,413,0,104.871,2842318,5.301,0.145,0
Albania,2020-10-13,15066,413,0,104.871,2842318,5.301,0.145,0
Albania,2020-10-14,15066,413,0,104.871,2842318,5.301,0.145,0
Albania,2020-10-15,15066,413,0,104.871,2842318,5.301,0.145,0
Albania,2020-10-16,15066,413,0,104.871,2842318,5.301,0.145,0
Albania,2020-10-17,15066,413,0,104.871,2842318,5.301,0.145,0
Albania,2020-10-18,16501,443,0,104.871,2842318,5.805,0.156,0
Albania,2020-10-19,16501,443,0,104.871,2842318,5.805,0.156,0
Albania,2020-10-20,16501,443,0,104.871,2842318,5.805,0.156,0
Albania,2020-10-21,16501,443,0,104.871,2842318,5.805,0.156,0
Albania,2020-10-22,16501,443,0,104.871,2842318,5.805,0.156,0
Albania,2020-10-23,16501,443,0,104.871,2842318,5.805,0.156,0
Albania,2020-10-24,16501,443,0,104.871,2842318,5.805,0.156,0
Albania,2020-10-25,18556,469,0,104.871,2842318,6.528,0.165,0
Albania,2020-10-26,18556,469,0,104.871,2842318,6.528,0.165,0
Albania,2020-10-27,18556,469,0,104.871,2842318,6.528,0.165,0
Albania,2020-10-28,18556,469,0,104.871,2842318,6.528,0.165,0
Albania,2020-10-29,18556,469,0,104.871,2842318,6.528,0.165,0
Albania,2020-10-30,18556,469,0,104.871,2842318,6.528,0.165,0
Albania,2020-10-31,18556,469,0,104.871,2842318,6.528,0.165,0
Albania,2020-11-01,20634,502,0,104.871,2842318,7.26,0.177,0
Albania,2020-11-02,20634,502,0,104.871,2842318,7.26,0.177,0
Albania,2020-11-03,20634,502,0,104.871,2842318,7.26,0.177,0
Albania,2020-11-04,20634,502,0,104.871,2842318,7.26,0.177,0
Albania,2020-11-05,20634,502,0,104.871,2842318,7.26,0.177,0
Albania,2020-11-06,20634,502,0,104.871,2842318,7.26,0.177,0
Albania,2020-11-07,20634,502,0,104.871,2842318,7.26,0.177,0
Albania,2020-11-08,23210,549,0,104.871,2842318,8.166,0.193,0
Albania,2020-11-09,23210,549,0,104.871,2842318,8.166,0.193,0
Albania,2020-11-10,23210,549,0,104.871,2842318,8.166,0.193,0
Albania,2020-11-11,23210,549,0,104.871,2842318,8.166,0.193,0
Albania,2020-11-12,23210,549,0,104.871,2842318,8.166,0.193,0
Albania,2020-11-13,23210,549,0,104.871,2842318,8.166,0.193,0
Albania,2020-11-14,23210,549,0,104.871,2842318,8.166,0.193,0
Albania,2020-11-15,26701,605,0,104.871,2842318,9.394,0.213,0
Albania,2020-11-16,26701,605,0,104.871,2842318,9.394,0.213,0
Albania,2020-11-17,26701,605,0,104.871,2842318,9.394,0.213,0
Albania,2020-11-18,26701,605,0,104.871,2842318,9.394,0.213,0
Albania,2020-11-19,26701,605,0,104.871,2842318,9.394,0.213,0
Albania,2020-11-20,26701,605,0,104.871,2842318,9.394,0.213,0
Albania,2020-11-21,26701,605,0,104.871,2842318,9.394,0.213,0
Albania,2020-11-22,31459,672,0,104.871,2842318,11.068,0.236,0
Albania,2020-11-23,31459,672,0,104.871,2842318,11.068,0.236,0
Albania,2020-11-24,31459,672,0,104.871,2842318,11.068,0.236,0
Albania,2020-11-25,31459,672,0,104.871,2842318,11.068,0.236,0
Albania,2020-11-26,31459,672,0,104.871,2842318,11.068,0.236,0
Albania,2020-11-27,31459,672,0,104.871,2842318,11.068,0.236,0
Albania,2020-11-28,31459,672,0,104.871,2842318,11.068,0.236,0
Albania,2020-11-29,36245,771,0,104.871,2842318,12.752,0.271,0
Albania,2020-11-30,36245,771,0,104.871,2842318,12.752,0.271,0
Albania,2020-12-01,36245,771,0,104.871,2842318,12.752,0.271,0
Albania,2020-12-02,36245,771,0,104.871,2842318,12.752,0.271,0
Albania,2020-12-03,36245,771,0,104.871,2842318,12.752,0.271,0
Albania,2020-12-04,36245,771,0,104.871,2842318,12.752,0.271,0
Albania,2020-12-05,36245,771,0,104.871,2842318,12.752,0.271,0
Albania,2020-12-06,41302,870,0,104.871,2842318,14.531,0.306,0
Albania,2020-12-07,41302,870,0,104.871,2842318,14.531,0.306,0
Albania,2020-12-08,41302,870,0,104.871,2842318,14.531,0.306,0
Albania,2020-12-09,41302,870,0,104.871,2842318,14.531,0.306,0
Albania,2020-12-10,41302,870,0,104.871,2842318,14.531,0.306,0
Albania,2020-12-11,41302,870,0,104.871,2842318,14.531,0.306,0
Albania,2020-12-12,41302,870,0,104.871,2842318,14.531,0.306,0
Albania,2020-12-13,46863,977,0,104.871,2842318,16.488,0.344,0
Albania,2020-12-14,46863,977,0,104.871,2842318,16.488,0.344,0
Albania,2020-12-15,46863,977,0,104.871,2842318,16.488,0.344,0
Albania,2020-12-16,46863,977,0,104.871,2842318,16.488,0.344,0
Albania,2020-12-17,46863,977,0,104.871,2842318,16.488,0.344,0
Albania,2020-12-18,46863,977,0,104.871,2842318,16.488,0.344,0
Albania,2020-12-19,46863,977,0,104.871,2842318,16.488,0.344,0
Albania,2020-12-20,52004,1066,0,104.871,2842318,18.296,0.375,0
Albania,2020-12-21,52004,1066,0,104.871,2842318,18.296,0.375,0
Albania,2020-12-22,52004,1066,0,104.871,2842318,18.296,0.375,0
Albania,2020-12-23,52004,1066,0,104.871,2842318,18.296,0.375,0
Albania,2020-12-24,52004,1066,0,104.871,2842318,18.296,0.375,0
Albania,2020-12-25,52004,1066,0,104.871,2842318,18.296,0.375,0
Albania,2020-12-26,52004,1066,0,104.871,2842318,18.296,0.375,0
Albania,2020-12-27,55380,1134,0,104.871,2842318,19.484,0.399,0
Albania,2020-12-28,55380,1134,0,104.871,2842318,19.484,0.399,0
Albania,2020-12-29,55380,1134,0,104.871,2842318,19.484,0.399,0
Albania,2020-12-30,55380,1134,0,104.871,2842318,19.484,0.399,0
Albania,2020-12-31,55380,1134,0,104.871,2842318,19.484,0.399,0
Albania,2021-01-01,55380,1134,0,104.871,2842318,19.484,0.399,0
Albania,2021-01-02,55380,1134,0,104.871,2842318,19.484,0.399,0
Albania,2021-01-03,58723,1186,0,104.871,2842318,20.66,0.417,0
Albania,2021-01-04,58723,1186,0,104.871,2842318,20.66,0.417,0
Albania,2021-01-05,58723,1186,0,104.871,2842318,20.66,0.417,0
Albania,2021-01-06,58723,1186,0,104.871,2842318,20.66,0.417,0
Albania,2021-01-07,58723,1186,0,104.871,2842318,20.66,0.417,0
Albania,2021-01-08,58723,1186,0,104.871,2842318,20.66,0.417,0
Albania,2021-01-09,58723,1186,0,104.871,2842318,20.66,0.417,0
Albania,2021-01-10,62378,1230,0,104.871,2842318,21.946,0.433,0
Albania,2021-01-11,62378,1230,0,104.871,2842318,21.946,0.433,0
Albania,2021-01-12,62378,1230,0,104.871,2842318,21.946,0.433,0
Albania,2021-01-13,62378,1230,0,104.871,2842318,21.946,0.433,0
Albania,2021-01-14,62378,1230,0,104.871,2842318,21.946,0.433,0
Albania,2021-01-15,62378,1230,0,104.871,2842318,21.946,0.433,0
Albania,2021-01-16,62378,1230,0,104.871,2842318,21.946,0.433,0
Albania,2021-01-17,66635,1265,0,104.871,2842318,23.444,0.445,0
Albania,2021-01-18,66635,1265,0,104.871,2842318,23.444,0.445,0
Albania,2021-01-19,66635,1265,0,104.871,2842318,23.444,0.445,0
Albania,2021-01-20,66635,1265,0,104.871,2842318,23.444,0.445,0
Albania,2021-01-21,66635,1265,0,104.871,2842318,23.444,0.445,0
Albania,2021-01-22,66635,1265,0,104.871,2842318,23.444,0.445,0
Albania,2021-01-23,66635,1265,0,104.871,2842318,23.444,0.445,0
Albania,2021-01-24,70655,1303,0,104.871,2842318,24.858,0.458,0
Albania,2021-01-25,70655,1303,0,104.871,2842318,24.858,0.458,0
Albania,2021-01-26,70655,1303,0,104.871,2842318,24.858,0.458,0
Albania,2021-01-27,70655,1303,0,104.871,2842318,24.858,0.458,0
Albania,2021-01-28,70655,1303,0,104.871,2842318,24.858,0.458,0
Albania,2021-01-29,70655,1303,0,104.871,2842318,24.858,0.458,0
Albania,2021-01-30,70655,1303,0,104.871,2842318,24.858,0.458,0
Albania,2021-01-31,76350,1358,0,104.871,2842318,26.862,0.478,0
Albania,2021-02-01,76350,1358,0,104.871,2842318,26.862,0.478,0
Albania,2021-02-02,76350,1358,1,104.871,2842318,26.862,0.478,0
Albania,2021-02-03,76350,1358,0,104.871,2842318,26.862,0.478,0
Albania,2021-02-04,76350,1358,0,104.871,2842318,26.862,0.478,0
Albania,2021-02-05,76350,1358,0,104.871,2842318,26.862,0.478,0
Albania,2021-02-06,76350,1358,0,104.871,2842318,26.862,0.478,0
Albania,2021-02-07,83082,1433,0,104.871,2842318,29.23,0.504,0
Albania,2021-02-08,83082,1433,0,104.871,2842318,29.23,0.504,0
Albania,2021-02-09,83082,1433,438,104.871,2842318,29.23,0.504,0.154
Albania,2021-02-10,83082,1433,0,104.871,2842318,29.23,0.504,0
Albania,2021-02-11,83082,1433,0,104.871,2842318,29.23,0.504,0
Albania,2021-02-12,83082,1433,0,104.871,2842318,29.23,0.504,0
Albania,2021-02-13,83082,1433,0,104.871,2842318,29.23,0.504,0
Albania,2021-02-14,90835,1531,0,104.871,2842318,31.958,0.539,0
Albania,2021-02-15,90835,1531,0,104.871,2842318,31.958,0.539,0
Albania,2021-02-16,90835,1531,0,104.871,2842318,31.958,0.539,0
Albania,2021-02-17,90835,1531,611,104.871,2842318,31.958,0.539,0.215
Albania,2021-02-18,90835,1531,611,104.871,2842318,31.958,0.539,0.215
Albania,2021-02-19,90835,1531,0,104.871,2842318,31.958,0.539,0
Albania,2021-02-20,90835,1531,0,104.871,2842318,31.958,0.539,0
Albania,2021-02-21,97909,1636,0,104.871,2842318,34.447,0.576,0
Albania,2021-02-22,97909,1636,655,104.871,2842318,34.447,0.576,0.23
Albania,2021-02-23,97909,1636,0,104.871,2842318,34.447,0.576,0
Albania,2021-02-24,97909,1636,0,104.871,2842318,34.447,0.576,0
Albania,2021-02-25,97909,1636,0,104.871,2842318,34.447,0.576,0
Albania,2021-02-26,97909,1636,0,104.871,2842318,34.447,0.576,0
Albania,2021-02-27,97909,1636,0,104.871,2842318,34.447,0.576,0
Albania,2021-02-28,105229,1756,0,104.871,2842318,37.022,0.618,0
Albania,2021-03-01,105229,1756,0,104.871,2842318,37.022,0.618,0
Albania,2021-03-02,105229,1756,0,104.871,2842318,37.022,0.618,0
Albania,2021-03-03,105229,1756,0,104.871,2842318,37.022,0.618,0
Albania,2021-03-04,105229,1756,0,104.871,2842318,37.022,0.618,0
Albania,2021-03-05,105229,1756,0,104.871,2842318,37.022,0.618,0
Albania,2021-03-06,105229,1756,0,104.871,2842318,37.022,0.618,0
Albania,2021-03-07,111301,1897,0,104.871,2842318,39.159,0.667,0
Albania,2021-03-08,111301,1897,0,104.871,2842318,39.159,0.667,0
Albania,2021-03-09,111301,1897,0,104.871,2842318,39.159,0.667,0
Albania,2021-03-10,111301,1897,0,104.871,2842318,39.159,0.667,0
Albania,2021-03-11,111301,1897,0,104.871,2842318,39.159,0.667,0
Albania,2021-03-12,111301,1897,0,104.871,2842318,39.159,0.667,0
Albania,2021-03-13,111301,1897,0,104.871,2842318,39.159,0.667,0
Albania,2021-03-14,116123,2018,0,104.871,2842318,40.855,0.71,0
Albania,2021-03-15,116123,2018,0,104.871,2842318,40.855,0.71,0
Albania,2021-03-16,116123,2018,0,104.871,2842318,40.855,0.71,0
Albania,2021-03-17,116123,2018,0,104.871,2842318,40.855,0.71,0
Albania,2021-03-18,116123,2018,0,104.871,2842318,40.855,0.71,0
Albania,2021-03-19,116123,2018,0,104.871,2842318,40.855,0.71,0
Albania,2021-03-20,116123,2018,0,104.871,2842318,40.855,0.71,0
Albania,2021-03-21,120022,2122,0,104.871,2842318,42.227,0.747,0
Albania,2021-03-22,120022,2122,0,104.871,2842318,42.227,0.747,0
Albania,2021-03-23,120022,2122,0,104.871,2842318,42.227,0.747,0
Albania,2021-03-24,120022,2122,0,104.871,2842318,42.227,0.747,0
Albania,2021-03-25,120022,2122,0,104.871,2842318,42.227,0.747,0
Albania,2021-03-26,120022,2122,0,104.871,2842318,42.227,0.747,0
Albania,2021-03-27,120022,2122,0,104.871,2842318,42.227,0.747,0
Albania,2021-03-28,123216,2192,0,104.871,2842318,43.351,0.771,0
Albania,2021-03-29,123216,2192,0,104.871,2842318,43.351,0.771,0
Albania,2021-03-30,123216,2192,0,104.871,2842318,43.351,0.771,0
Albania,2021-03-31,123216,2192,0,104.871,2842318,43.351,0.771,0
Albania,2021-04-01,123216,2192,0,104.871,2842318,43.351,0.771,0
Albania,2021-04-02,123216,2192,0,104.871,2842318,43.351,0.771,0
Albania,2021-04-03,123216,2192,0,104.871,2842318,43.351,0.771,0
